og_number	global_number	parent_layer_group_number	family_number	magnetic_type	litvin_og_symbol_ascii	magnetic_point_group_symbol	source_pdf_page	point_operation_names	primed_operation_indices	anti_translation	corresponding_msg_bns_number	corresponding_msg_uni_number	corresponding_msg_og_number	basis_transform
1.1.1	1	1	1	I	p1	1	13	1			1.1	1	1.1.1	I
1.2.2	2	1	2	II	p11'	11'	15	1			1.2	2	1.2.2	I
1.3.3	3	1	3	IV	p2a1	11'	17	1		1,0,0	1.3	3	1.3.3	I
2.1.4	4	2	1	I	p-1	-1	19	1,-1			2.4	4	2.1.4	I
2.2.5	5	2	2	II	p-11'	-11'	21	1,-1			2.5	5	2.2.5	I
2.3.6	6	2	3	III	p-1'	-1'	23	1,-1	2		2.6	6	2.3.6	I
2.4.7	7	2	4	IV	p-2a1	-11'	25	1,-1		1,0,0	2.7	7	2.4.7	I
3.1.8	8	3	1	I	p112	2	27	1,2_001			3.1	8	3.1.8	I
3.2.9	9	3	2	II	p1121'	21'	29	1,2_001			3.2	9	3.2.9	I
3.3.10	10	3	3	III	p112'	2'	31	1,2_001	2		3.3	10	3.3.10	I
3.4.11	11	3	4	IV	p2a112	21'	33	1,2_001		1,0,0	3.4	11	3.4.11	P3
4.1.12	12	4	1	I	p11m	m	35	1,m_001			6.18	25	6.1.25	I
4.2.13	13	4	2	II	p11m1'	m1'	37	1,m_001			6.19	26	6.2.26	I
4.3.14	14	4	3	III	p11m'	m'	39	1,m_001	2		6.20	27	6.3.27	I
4.4.15	15	4	4	IV	p2a11m	m1'	41	1,m_001		1,0,0	6.21	28	6.4.28	P3
4.5.16	16	4	5	IV	p2a11m'	m1'	43	1,m_001		1,0,0	7.28	35	6.7.31	I
5.1.17	17	5	1	I	p11a	m	45	1,m_001			7.24	31	7.1.32	I
5.2.18	18	5	2	II	p11a1'	m1'	47	1,m_001			7.25	32	7.2.33	I
5.3.19	19	5	3	III	p11a'	m'	49	1,m_001	2		7.26	33	7.3.34	I
5.4.20	20	5	4	IV	p2b11a	m1'	51	1,m_001		0,1,0	7.27	34	7.4.35	I
6.1.21	21	6	1	I	p112/m	2/m	53	1,2_001,-1,m_001			10.42	49	10.1.49	I
6.2.22	22	6	2	II	p112/m1'	2/m1'	55	1,2_001,-1,m_001			10.43	50	10.2.50	I
6.3.23	23	6	3	III	p112'/m	2'/m	57	1,2_001,-1,m_001	2,3		10.44	51	10.3.51	I
6.4.24	24	6	4	III	p112/m'	2/m'	59	1,2_001,-1,m_001	3,4		10.45	52	10.4.52	I
6.5.25	25	6	5	III	p112'/m'	2'/m'	61	1,2_001,-1,m_001	2,4		10.46	53	10.5.53	I
6.6.26	26	6	6	IV	p2a112/m	2/m1'	63	1,2_001,-1,m_001		1,0,0	10.47	54	10.6.54	P3
6.7.27	27	6	7	IV	p2a112'/m'	2/m1'	65	1,2_001,-1,m_001		1,0,0	13.72	79	10.10.58	I
7.1.28	28	7	1	I	p112/a	2/m	67	1,2_001,-1,m_001			13.65	72	13.1.77	I
7.2.29	29	7	2	II	p112/a1'	2/m1'	69	1,2_001,-1,m_001			13.66	73	13.2.78	I
7.3.30	30	7	3	III	p112'/a	2'/m	71	1,2_001,-1,m_001	2,3		13.67	74	13.3.79	I
7.4.31	31	7	4	III	p112/a'	2/m'	73	1,2_001,-1,m_001	3,4		13.68	75	13.4.80	I
7.5.32	32	7	5	III	p112'/a'	2'/m'	75	1,2_001,-1,m_001	2,4		13.69	76	13.5.81	I
7.6.33	33	7	6	IV	p2b112/a	2/m1'	77	1,2_001,-1,m_001		0,1,0	13.70	77	13.6.82	I
8.1.34	34	8	1	I	p211	2	79	1,2_100			3.1	8	3.1.8	P2
8.2.35	35	8	2	II	p2111'	21'	81	1,2_100			3.2	9	3.2.9	P2
8.3.36	36	8	3	III	p2'11	2'	83	1,2_100	2		3.3	10	3.3.10	P2
8.4.37	37	8	4	IV	p2a2'11	21'	85	1,2_100		1,0,0	4.11	18	3.7.14	P2
8.5.38	38	8	5	IV	pc211	21'	87	1,2_100		0,1,0	5.17	24	3.6.13	P4
8.6.39	39	8	6	IV	p2a211	21'	89	1,2_100		1,0,0	3.5	12	3.5.12	P2
8.7.40	40	8	7	IV	p2b211	21'	91	1,2_100		0,1,0	3.4	11	3.4.11	P4
9.1.41	41	9	1	I	p2111	2	93	1,2_100			4.7	14	4.1.15	P2
9.2.42	42	9	2	II	p21111'	21'	95	1,2_100			4.8	15	4.2.16	P2
9.3.43	43	9	3	III	p21'11	2'	97	1,2_100	2		4.9	16	4.3.17	P2
9.4.44	44	9	4	IV	p2b2111	21'	99	1,2_100		0,1,0	4.10	17	4.4.18	P4
10.1.45	45	10	1	I	c211	2	101	1,2_100			5.13	20	5.1.19	P4
10.2.46	46	10	2	II	c2111'	21'	103	1,2_100			5.14	21	5.2.20	P4
10.3.47	47	10	3	III	c2'11	2'	105	1,2_100	2		5.15	22	5.3.21	P4
10.4.48	48	10	4	IV	cp211	21'	107	1,2_100		1/2,1/2,0	3.6	13	5.5.23	P4
10.5.49	49	10	5	IV	cp2'11	21'	109	1,2_100		1/2,1/2,0	4.12	19	5.6.24	P4
11.1.50	50	11	1	I	pm11	m	111	1,m_100			6.18	25	6.1.25	P2
11.2.51	51	11	2	II	pm111'	m1'	113	1,m_100			6.19	26	6.2.26	P2
11.3.52	52	11	3	III	pm'11	m'	115	1,m_100	2		6.20	27	6.3.27	P2
11.4.53	53	11	4	IV	p2am11	m1'	117	1,m_100		1,0,0	6.22	29	6.5.29	P2
11.5.54	54	11	5	IV	p2bm11	m1'	119	1,m_100		0,1,0	6.21	28	6.4.28	P4
11.6.55	55	11	6	IV	p2bm'11	m1'	121	1,m_100		0,1,0	7.28	35	6.7.31	P2
11.7.56	56	11	7	IV	pcm11	m1'	123	1,m_100		0,1,0	8.36	43	6.6.30	P4
12.1.57	57	12	1	I	pb11	m	125	1,m_100			7.24	31	7.1.32	P2
12.2.58	58	12	2	II	pb111'	m1'	127	1,m_100			7.25	32	7.2.33	P2
12.3.59	59	12	3	III	pb'11	m'	129	1,m_100	2		7.26	33	7.3.34	P2
12.4.60	60	12	4	IV	p2ab11	m1'	131	1,m_100		1,0,0	7.29	36	7.5.36	P2
13.1.61	61	13	1	I	cm11	m	133	1,m_100			8.32	39	8.1.38	P4
13.2.62	62	13	2	II	cm111'	m1'	135	1,m_100			8.33	40	8.2.39	P4
13.3.63	63	13	3	III	cm'11	m'	137	1,m_100	2		8.34	41	8.3.40	P4
13.4.64	64	13	4	IV	cpm11	m1'	139	1,m_100		1/2,1/2,0	6.23	30	8.5.42	P4
13.5.65	65	13	5	IV	cpm'11	m1'	141	1,m_100		1/2,1/2,0	7.31	38	8.7.44	P2
14.1.66	66	14	1	I	p2/m11	2/m	143	1,2_100,-1,m_100			10.42	49	10.1.49	P2
14.2.67	67	14	2	II	p2/m111'	2/m1'	145	1,2_100,-1,m_100			10.43	50	10.2.50	P2
14.3.68	68	14	3	III	p2/m'11	2/m'	147	1,2_100,-1,m_100	3,4		10.45	52	10.4.52	P2
14.4.69	69	14	4	III	p2'/m11	2'/m	149	1,2_100,-1,m_100	2,3		10.44	51	10.3.51	P2
14.5.70	70	14	5	III	p2'/m'11	2'/m'	151	1,2_100,-1,m_100	2,4		10.46	53	10.5.53	P2
14.6.71	71	14	6	IV	p2a2'/m'11	2/m1'	153	1,2_100,-1,m_100		1,0,0	11.56	63	10.9.57	P2
14.7.72	72	14	7	IV	p2b2'/m'11	2/m1'	155	1,2_100,-1,m_100		0,1,0	13.72	79	10.10.58	P2
14.8.73	73	14	8	IV	pc2/m11	2/m1'	157	1,2_100,-1,m_100		0,1,0	12.64	71	10.8.56	P4
14.9.74	74	14	9	IV	p2a2/m11	2/m1'	159	1,2_100,-1,m_100		1,0,0	10.48	55	10.7.55	P2
14.10.75	75	14	10	IV	p2b2/m11	2/m1'	161	1,2_100,-1,m_100		0,1,0	10.47	54	10.6.54	P4
15.1.76	76	15	1	I	p21/m11	2/m	163	1,2_100,-1,m_100			11.50	57	11.1.59	P2
15.2.77	77	15	2	II	p21/m111'	2/m1'	165	1,2_100,-1,m_100			11.51	58	11.2.60	P2
15.3.78	78	15	3	III	p21/m'11	2/m'	167	1,2_100,-1,m_100	3,4		11.53	60	11.4.62	P2
15.4.79	79	15	4	III	p21'/m'11	2'/m'	169	1,2_100,-1,m_100	2,4		11.54	61	11.5.63	P2
15.5.80	80	15	5	III	p21'/m11	2'/m	171	1,2_100,-1,m_100	2,3		11.52	59	11.3.61	P2
15.6.81	81	15	6	IV	p2b21'/m'11	2/m1'	173	1,2_100,-1,m_100		0,1,0	14.82	89	11.7.65	P2
15.7.82	82	15	7	IV	p2b21/m11	2/m1'	175	1,2_100,-1,m_100		0,1,0	11.55	62	11.6.64	P4
16.1.83	83	16	1	I	p2/b11	2/m	177	1,2_100,-1,m_100			13.65	72	13.1.77	P2
16.2.84	84	16	2	II	p2/b111'	2/m1'	179	1,2_100,-1,m_100			13.66	73	13.2.78	P2
16.3.85	85	16	3	III	p2/b'11	2/m'	181	1,2_100,-1,m_100	3,4		13.68	75	13.4.80	P2
16.4.86	86	16	4	III	p2'/b'11	2'/m'	183	1,2_100,-1,m_100	2,4		13.69	76	13.5.81	P2
16.5.87	87	16	5	III	p2'/b11	2'/m	185	1,2_100,-1,m_100	2,3		13.67	74	13.3.79	P2
16.6.88	88	16	6	IV	p2a2'/b'11	2/m1'	187	1,2_100,-1,m_100		1,0,0	14.81	88	13.9.85	P2
16.7.89	89	16	7	IV	p2a2/b11	2/m1'	189	1,2_100,-1,m_100		1,0,0	13.71	78	13.7.83	P2
17.1.90	90	17	1	I	p21/b11	2/m	191	1,2_100,-1,m_100			14.75	82	14.1.86	P2
17.2.91	91	17	2	II	p21/b111'	2/m1'	193	1,2_100,-1,m_100			14.76	83	14.2.87	P2
17.3.92	92	17	3	III	p21/b'11	2/m'	195	1,2_100,-1,m_100	3,4		14.78	85	14.4.89	P2
17.4.93	93	17	4	III	p21'/b'11	2'/m'	197	1,2_100,-1,m_100	2,4		14.79	86	14.5.90	P2
17.5.94	94	17	5	III	p21'/b11	2'/m	199	1,2_100,-1,m_100	2,3		14.77	84	14.3.88	P2
18.1.95	95	18	1	I	c2/m11	2/m	201	1,2_100,-1,m_100			12.58	65	12.1.66	P4
18.2.96	96	18	2	II	c2/m111'	2/m1'	203	1,2_100,-1,m_100			12.59	66	12.2.67	P4
18.3.97	97	18	3	III	c2/m'11	2/m'	205	1,2_100,-1,m_100	3,4		12.61	68	12.4.69	P4
18.4.98	98	18	4	III	c2'/m'11	2'/m'	207	1,2_100,-1,m_100	2,4		12.62	69	12.5.70	P4
18.5.99	99	18	5	III	c2'/m11	2'/m	209	1,2_100,-1,m_100	2,3		12.60	67	12.3.68	P4
18.6.100	100	18	6	IV	cp2/m11	2/m1'	211	1,2_100,-1,m_100		1/2,1/2,0	10.49	56	12.7.72	P4
18.7.101	101	18	7	IV	cp2/m'11	2/m1'	213	1,2_100,-1,m_100		1/2,1/2,0	13.73	80	12.10.75	P2
18.8.102	102	18	8	IV	cp2'/m'11	2/m1'	215	1,2_100,-1,m_100		1/2,1/2,0	14.83	90	12.11.76	P2
18.9.103	103	18	9	IV	cp2'/m11	2/m1'	217	1,2_100,-1,m_100		1/2,1/2,0	11.57	64	12.9.74	P4
19.1.104	104	19	1	I	p222	222	219	1,2_001,2_010,2_100			16.1	99	16.1.99	I
19.2.105	105	19	2	II	p2221'	2221'	222	1,2_001,2_010,2_100			16.2	100	16.2.100	I
19.3.106	106	19	3	III	p2'2'2	2'2'2	225	1,2_001,2_010,2_100	3,4		16.3	101	16.3.101	I
19.4.107	107	19	4	III	p22'2'	22'2'	228	1,2_001,2_010,2_100	2,3		16.3	101	16.3.101	P2
19.5.108	108	19	5	IV	p2a2'2'2	2221'	231	1,2_001,2_010,2_100		1,0,0	17.12	110	16.7.105	P2
19.6.109	109	19	6	IV	pc222	2221'	234	1,2_001,2_010,2_100		0,1,0	21.43	141	16.5.103	I
19.7.110	110	19	7	IV	p2a222	222	237	1,2_001,2_010,2_100		1,0,0	16.4	102	16.4.102	P3
20.1.111	111	20	1	I	p2122	222	240	1,2_100,2_010,2_001			17.7	105	17.1.106	P2
20.2.112	112	20	2	II	p21221'	2221'	242	1,2_100,2_010,2_001			17.8	106	17.2.107	P2
20.3.113	113	20	3	III	p212'2'	22'2'	244	1,2_100,2_010,2_001	3,4		17.9	107	17.3.108	P2
20.4.114	114	20	4	III	p21'22'	2'22'	246	1,2_100,2_010,2_001	2,4		17.10	108	17.4.109	P4
20.5.115	115	20	5	III	p21'2'2	2'2'2	248	1,2_100,2_010,2_001	2,3		17.10	108	17.4.109	P2
20.6.116	116	20	6	IV	p2b21'2'2	2221'	250	1,2_100,2_010,2_001		0,1,0	18.20	118	17.7.112	I
20.7.117	117	20	7	IV	p2b2122	2221'	252	1,2_100,2_010,2_001		0,1,0	17.11	109	17.5.110	P4
21.1.118	118	21	1	I	p21212	222	254	1,2_001,2_010,2_100			18.16	114	18.1.113	I
21.2.119	119	21	2	II	p212121'	2221'	256	1,2_001,2_010,2_100			18.17	115	18.2.114	I
21.3.120	120	21	3	III	p21'21'2	2'2'2	258	1,2_001,2_010,2_100	3,4		18.18	116	18.3.115	I
21.4.121	121	21	4	III	p2121'2'	22'2'	260	1,2_001,2_010,2_100	2,3		18.19	117	18.4.116	P3
22.1.122	122	22	1	I	c222	222	262	1,2_001,2_010,2_100			21.38	136	21.1.129	I
22.2.123	123	22	2	II	c2221'	2221'	264	1,2_001,2_010,2_100			21.39	137	21.2.130	I
22.3.124	124	22	3	III	c2'2'2	2'2'2	266	1,2_001,2_010,2_100	3,4		21.40	138	21.3.131	I
22.4.125	125	22	4	III	c22'2'	22'2'	268	1,2_001,2_010,2_100	2,3		21.41	139	21.4.132	P3
22.5.126	126	22	5	IV	cp222	2221'	270	1,2_001,2_010,2_100		1/2,1/2,0	16.5	103	21.6.134	I
22.6.127	127	22	6	IV	cp2'2'2	2221'	272	1,2_001,2_010,2_100		1/2,1/2,0	18.23	121	21.9.137	I
22.7.128	128	22	7	IV	cp2'22'	2221'	274	1,2_001,2_010,2_100		1/2,1/2,0	17.13	111	21.10.138	P2
23.1.129	129	23	1	I	pmm2	mm2	276	1,2_001,m_010,m_100			25.57	155	25.1.155	I
23.2.130	130	23	2	II	pmm21'	mm21'	278	1,2_001,m_010,m_100			25.58	156	25.2.156	I
23.3.131	131	23	3	III	pm'm'2	m'm'2	280	1,2_001,m_010,m_100	3,4		25.60	158	25.4.158	I
23.4.132	132	23	4	III	pmm'2'	mm'2'	282	1,2_001,m_010,m_100	2,3		25.59	157	25.3.157	I
23.5.133	133	23	5	IV	p2am'm'2	mm21'	284	1,2_001,m_010,m_100		1,0,0	28.92	190	25.12.166	I
23.6.134	134	23	6	IV	pcmm2	mm21'	286	1,2_001,m_010,m_100		0,1,0	35.170	268	25.7.161	I
23.7.135	135	23	7	IV	p2amm2	mm21'	288	1,2_001,m_010,m_100		1,0,0	25.62	160	25.6.160	P3
24.1.136	136	24	1	I	pma2	mm2	290	1,2_001,m_010,m_100			28.87	185	28.1.185	I
24.2.137	137	24	2	II	pma21'	mm21'	292	1,2_001,m_010,m_100			28.88	186	28.2.186	I
24.3.138	138	24	3	III	pm'a'2	m'm'2	294	1,2_001,m_010,m_100	3,4		28.91	189	28.5.189	I
24.4.139	139	24	4	III	pm'a2'	m'm2'	296	1,2_001,m_010,m_100	2,4		28.89	187	28.3.187	I
24.5.140	140	24	5	III	pma'2'	mm'2'	298	1,2_001,m_010,m_100	2,3		28.90	188	28.4.188	I
24.6.141	141	24	6	IV	p2bm'a'2	mm21'	300	1,2_001,m_010,m_100		0,1,0	32.140	238	28.9.193	I
24.7.142	142	24	7	IV	p2bma2	mm21'	302	1,2_001,m_010,m_100		0,1,0	28.93	191	28.6.190	I
25.1.143	143	25	1	I	pba2	mm2	304	1,2_001,m_010,m_100			32.135	233	32.1.219	I
25.2.144	144	25	2	II	pba21'	mm21'	306	1,2_001,m_010,m_100			32.136	234	32.2.220	I
25.3.145	145	25	3	III	pb'a'2	m'm'2	308	1,2_001,m_010,m_100	3,4		32.138	236	32.4.222	I
25.4.146	146	25	4	III	pba'2'	mm'2'	310	1,2_001,m_010,m_100	2,3		32.137	235	32.3.221	I
26.1.147	147	26	1	I	cmm2	mm2	312	1,2_001,m_010,m_100			35.165	263	35.1.236	I
26.2.148	148	26	2	II	cmm21'	mm21'	314	1,2_001,m_010,m_100			35.166	264	35.2.237	I
26.3.149	149	26	3	III	cm'm'2	m'm'2	316	1,2_001,m_010,m_100	3,4		35.168	266	35.4.239	I
26.4.150	150	26	4	III	cmm'2'	mm'2'	318	1,2_001,m_010,m_100	2,3		35.167	265	35.3.238	I
26.5.151	151	26	5	IV	cpmm2	mm21'	320	1,2_001,m_010,m_100		1/2,1/2,0	25.63	161	35.6.241	I
26.6.152	152	26	6	IV	cpm'm'2	mm21'	322	1,2_001,m_010,m_100		1/2,1/2,0	32.141	239	35.11.246	I
26.7.153	153	26	7	IV	cpmm'2'	mm21'	324	1,2_001,m_010,m_100		1/2,1/2,0	28.97	195	35.10.245	I
27.1.154	154	27	1	I	pm2m	m2m	326	1,2_010,m_100,m_001			25.57	155	25.1.155	P1
27.2.155	155	27	2	II	pm2m1'	m2m1'	328	1,2_010,m_100,m_001			25.58	156	25.2.156	P1
27.3.156	156	27	3	III	pm'2m'	m'2m'	330	1,2_010,m_100,m_001	3,4		25.60	158	25.4.158	P1
27.4.157	157	27	4	III	pm2'm'	m2'm'	332	1,2_010,m_100,m_001	2,4		25.59	157	25.3.157	P1
27.5.158	158	27	5	III	pm'2'm	m'2'm	334	1,2_010,m_100,m_001	2,3		25.59	157	25.3.157	P5
27.6.159	159	27	6	IV	p2bm'2m'	m2m1'	336	1,2_010,m_100,m_001		0,1,0	27.82	180	25.11.165	P1
27.7.160	160	27	7	IV	p2bm'2'm	m2m1'	338	1,2_010,m_100,m_001		0,1,0	26.73	171	25.10.164	P1
27.8.161	161	27	8	IV	p2bm2'm'	m2m1'	340	1,2_010,m_100,m_001		0,1,0	26.73	171	25.10.164	P5
27.9.162	162	27	9	IV	p2am'2m'	m2m1'	342	1,2_010,m_100,m_001		1,0,0	28.92	190	25.12.166	P1
27.10.163	163	27	10	IV	pcm2m	m2m1'	344	1,2_010,m_100,m_001		0,1,0	38.193	291	25.8.162	P3
27.11.164	164	27	11	IV	pcm'2m'	m2m1'	346	1,2_010,m_100,m_001		0,1,0	39.201	299	25.13.167	P3
27.12.165	165	27	12	IV	p2am2m	m2m1'	348	1,2_010,m_100,m_001		1,0,0	25.62	160	25.6.160	P5
27.13.166	166	27	13	IV	p2bm2m	m2m1'	350	1,2_010,m_100,m_001		0,1,0	25.61	159	25.5.159	P1
28.1.167	167	28	1	I	pm21b	m2m	352	1,2_010,m_001,m_100			26.66	164	26.1.168	P5
28.2.168	168	28	2	II	pm21b1'	m2m1'	354	1,2_010,m_001,m_100			26.67	165	26.2.169	P5
28.3.169	169	28	3	III	pm'21b'	m'2m'	356	1,2_010,m_001,m_100	3,4		26.70	168	26.5.172	P5
28.4.170	170	28	4	III	pm'21'b	m'2'm	358	1,2_010,m_001,m_100	2,4		26.68	166	26.3.170	P5
28.5.171	171	28	5	III	pm21'b'	m2'm'	360	1,2_010,m_001,m_100	2,3		26.69	167	26.4.171	P5
28.6.172	172	28	6	IV	p2am21'b'	m2m1'	362	1,2_010,m_001,m_100		1,0,0	31.128	226	26.9.176	P1
28.7.173	173	28	7	IV	p2am21b	m2m1'	364	1,2_010,m_001,m_100		1,0,0	26.71	169	26.6.173	P5
29.1.174	174	29	1	I	pb21m	m2m	366	1,2_010,m_100,m_001			26.66	164	26.1.168	P1
29.2.175	175	29	2	II	pb21m1'	m2m1'	368	1,2_010,m_100,m_001			26.67	165	26.2.169	P1
29.3.176	176	29	3	III	pb'21m'	m'2m'	370	1,2_010,m_100,m_001	3,4		26.70	168	26.5.172	P1
29.4.177	177	29	4	III	pb21'm'	m2'm'	372	1,2_010,m_100,m_001	2,4		26.68	166	26.3.170	P1
29.5.178	178	29	5	III	pb'21'm	m'2'm	374	1,2_010,m_100,m_001	2,3		26.69	167	26.4.171	P1
29.6.179	179	29	6	IV	p2ab'21m'	m2m1'	376	1,2_010,m_100,m_001		1,0,0	29.104	202	26.10.177	P1
29.7.180	180	29	7	IV	p2ab21m	m2m1'	378	1,2_010,m_100,m_001		1,0,0	26.72	170	26.7.174	P1
30.1.181	181	30	1	I	pb2b	m2m	380	1,2_010,m_001,m_100			27.78	176	27.1.178	P1
30.2.182	182	30	2	II	pb2b1'	m2m1'	382	1,2_010,m_001,m_100			27.79	177	27.2.179	P1
30.3.183	183	30	3	III	pb'2b'	m'2m'	384	1,2_010,m_001,m_100	3,4		27.81	179	27.4.181	P1
30.4.184	184	30	4	III	pb'2'b	m'2'm	386	1,2_010,m_001,m_100	2,4		27.80	178	27.3.180	P5
30.5.185	185	30	5	III	pb2'b'	m2'm'	388	1,2_010,m_001,m_100	2,3		27.80	178	27.3.180	P1
30.6.186	186	30	6	IV	p2ab'2b'	m2m1'	390	1,2_010,m_001,m_100		1,0,0	30.117	215	27.7.184	P1
30.7.187	187	30	7	IV	p2ab2b	m2m1'	392	1,2_010,m_001,m_100		1,0,0	27.83	181	27.5.182	P5
31.1.188	188	31	1	I	pm2a	m2m	394	1,2_010,m_001,m_100			28.87	185	28.1.185	P1
31.2.189	189	31	2	II	pm2a1'	m2m1'	396	1,2_010,m_001,m_100			28.88	186	28.2.186	P1
31.3.190	190	31	3	III	pm'2a'	m'2m'	398	1,2_010,m_001,m_100	3,4		28.91	189	28.5.189	P1
31.4.191	191	31	4	III	pm'2'a	m'2'm	400	1,2_010,m_001,m_100	2,4		28.89	187	28.3.187	P1
31.5.192	192	31	5	III	pm2'a'	m2'm'	402	1,2_010,m_001,m_100	2,3		28.90	188	28.4.188	P1
31.6.193	193	31	6	IV	p2bm2'a'	m2m1'	404	1,2_010,m_001,m_100		0,1,0	31.130	228	28.11.195	P1
31.7.194	194	31	7	IV	p2bm'2'a	m2m1'	406	1,2_010,m_001,m_100		0,1,0	29.106	204	28.10.194	P1
31.8.195	195	31	8	IV	p2bm'2a'	m2m1'	408	1,2_010,m_001,m_100		0,1,0	30.118	216	28.12.196	P1
31.9.196	196	31	9	IV	p2bm2a	m2m1'	410	1,2_010,m_001,m_100		0,1,0	28.94	192	28.7.191	P1
32.1.197	197	32	1	I	pm21n	m2m	412	1,2_010,m_001,m_100			31.123	221	31.1.212	P1
32.2.198	198	32	2	II	pm21n1'	m2m1'	414	1,2_010,m_001,m_100			31.124	222	31.2.213	P1
32.3.199	199	32	3	III	pm'21n'	m'2m'	416	1,2_010,m_001,m_100	3,4		31.127	225	31.5.216	P1
32.4.200	200	32	4	III	pm'21'n	m'2'm	418	1,2_010,m_001,m_100	2,4		31.125	223	31.3.214	P1
32.5.201	201	32	5	III	pm21'n'	m2'm'	420	1,2_010,m_001,m_100	2,3		31.126	224	31.4.215	P1
33.1.202	202	33	1	I	pb21a	m2m	422	1,2_010,m_001,m_100			29.99	197	29.1.198	P1
33.2.203	203	33	2	II	pb21a1'	m2m1'	424	1,2_010,m_001,m_100			29.100	198	29.2.199	P1
33.3.204	204	33	3	III	pb'21a'	m'2m'	426	1,2_010,m_001,m_100	3,4		29.103	201	29.5.202	P1
33.4.205	205	33	4	III	pb'21'a	m'2'm	428	1,2_010,m_001,m_100	2,4		29.101	199	29.3.200	P1
33.5.206	206	33	5	III	pb21'a'	m2'm'	430	1,2_010,m_001,m_100	2,3		29.102	200	29.4.201	P1
34.1.207	207	34	1	I	pb2n	m2m	432	1,2_010,m_100,m_001			30.111	209	30.1.205	P1
34.2.208	208	34	2	II	pb2n1'	m2m1'	434	1,2_010,m_100,m_001			30.112	210	30.2.206	P1
34.3.209	209	34	3	III	pb'2n'	m'2m'	436	1,2_010,m_100,m_001	3,4		30.115	213	30.5.209	P1
34.4.210	210	34	4	III	pb2'n'	m2'm'	438	1,2_010,m_100,m_001	2,4		30.113	211	30.3.207	P1
34.5.211	211	34	5	III	pb'2'n	m'b'm	440	1,2_010,m_100,m_001	2,3		30.114	212	30.4.208	P1
35.1.212	212	35	1	I	cm2m	m2m	442	1,2_010,m_100,m_001			38.187	285	38.1.265	P3
35.2.213	213	35	2	II	cm2m1'	m2m1'	444	1,2_010,m_100,m_001			38.188	286	38.2.266	P3
35.3.214	214	35	3	III	cm'2m'	m'2m'	446	1,2_010,m_100,m_001	3,4		38.191	289	38.5.269	P3
35.4.215	215	35	4	III	cm2'm'	m2'm'	448	1,2_010,m_100,m_001	2,4		38.189	287	38.3.267	P3
35.5.216	216	35	5	III	cm'2'm	m'2'm	450	1,2_010,m_100,m_001	2,3		38.190	288	38.4.268	P3
35.6.217	217	35	6	IV	cpm2m	m2m1'	452	1,2_010,m_100,m_001		1/2,1/2,0	25.64	162	38.7.271	P1
35.7.218	218	35	7	IV	cpm'2m'	m2m1'	454	1,2_010,m_100,m_001		1/2,1/2,0	30.119	217	38.12.276	P1
35.8.219	219	35	8	IV	cpm2'm'	m2m1'	456	1,2_010,m_100,m_001		1/2,1/2,0	31.132	230	38.10.274	P1
35.9.220	220	35	9	IV	cpm'2'm	m2m1'	458	1,2_010,m_100,m_001		1/2,1/2,0	26.74	172	38.11.275	P1
36.1.221	221	36	1	I	cm2a	m2m	460	1,2_010,m_100,m_001			39.195	293	39.1.278	P3
36.2.222	222	36	2	II	cm2a1'	m2m1'	462	1,2_010,m_100,m_001			39.196	294	39.2.279	P3
36.3.223	223	36	3	III	cm'2a'	m'2m'	464	1,2_010,m_100,m_001	3,4		39.199	297	39.5.282	P3
36.4.224	224	36	4	III	cm2'a'	m2'm'	466	1,2_010,m_100,m_001	2,4		39.197	295	39.3.280	P3
36.5.225	225	36	5	III	cm'2'a	m'2'm	468	1,2_010,m_100,m_001	2,3		39.198	296	39.4.281	P3
36.6.226	226	36	6	IV	cpm2a	m2m1'	470	1,2_010,m_100,m_001		1/2,1/2,0	28.96	194	39.7.284	P1
36.7.227	227	36	7	IV	cpm'2a'	m2m1'	472	1,2_010,m_100,m_001		1/2,1/2,0	27.85	183	39.12.289	P1
36.8.228	228	36	8	IV	cpm2'a'	m2m1'	474	1,2_010,m_100,m_001		1/2,1/2,0	26.75	173	39.10.287	P5
36.9.229	229	36	9	IV	cpm'2'a	m2m1'	476	1,2_010,m_100,m_001		1/2,1/2,0	29.108	206	39.11.288	P1
37.1.230	230	37	1	I	pmmm	mmm	478	1,2_001,2_010,2_100,-1,m_001,m_010,m_100			47.249	347	47.1.347	I
37.2.231	231	37	2	II	pmmm1'	mmm1'	481	1,2_001,2_010,2_100,-1,m_001,m_010,m_100			47.250	348	47.2.348	I
37.3.232	232	37	3	III	pm'm'm'	m'm'm'	484	1,2_001,2_010,2_100,-1,m_001,m_010,m_100	5,6,7,8		47.253	351	47.5.351	I
37.4.233	233	37	4	III	pm'm'm	m'm'm	487	1,2_001,2_010,2_100,-1,m_001,m_010,m_100	3,4,7,8		47.252	350	47.4.350	I
37.5.234	234	37	5	III	pmm'm'	mm'm'	490	1,2_001,2_010,2_100,-1,m_001,m_010,m_100	2,3,6,7		47.252	350	47.4.350	P2
37.6.235	235	37	6	III	pmmm'	mmm'	493	1,2_001,2_010,2_100,-1,m_001,m_010,m_100	3,4,5,6		47.251	349	47.3.349	P1
37.7.236	236	37	7	III	pmm'm	mm'm	496	1,2_001,2_010,2_100,-1,m_001,m_010,m_100	2,4,5,7		47.251	349	47.3.349	I
